n,k,m,l,p,s,PN_dist,ExactDollarPartition
120,25,9,4,0.2,1000,0.87536,0.87536
120,25,9,4,0.4,1000,0.93172,0.93172
120,25,9,4,0.6,1000,0.9742400000000001,0.9742400000000001
120,25,9,4,0.8,1000,0.99744,0.99744
120,25,9,4,1.0,1000,1.01432,1.01432
120,25,7,4,0.2,1000,0.9522400000000001,0.9522400000000001
120,25,7,4,0.4,1000,0.97796,0.97796
120,25,7,4,0.6,1000,0.9843999999999999,0.9843999999999999
120,25,7,4,0.8,1000,0.99996,0.99996
120,25,7,4,1.0,1000,1.00296,1.00296
